cnpj,razao_social,nome_fantasia,segmento,sub_segmento,endereco,cidade,ring,telefone,whatsapp,email,instagram,website,google_maps_url,google_rating,google_reviews,porte,foco_felino,potencial_b2b,notas,lat,lng,completeness_score,bairro,fonte_enriquecimento,horario,facebook,fonte_descoberta,data_discovery,marketplace_ifood,marketplace_rappi,marketplace_ml,marketplace_shopee,rating_marketplace,digital_maturity,batch_source,categorias_google,cnae_principal,cnae_descricao,uf,cep,situacao_cadastral,data_abertura,natureza_juridica,capital_social,telefone_receita,email_receita,ja_no_crm
,,Veterinaria Nosso Lar,clinica_vet,,"Rua São Leopoldo, 77 - Casa Grande",Diadema,,(11) 4253-4731,(11) 94731-2789,veterinarianossolar@outlook.com,@nossolarveterinaria,https://veterinarianossolar.com,,,,,,,,,,4,Casa Grande,serper:petlove.com.br+instagram.com/nossolarveterinaria,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Adelaide Avicultura,agropecuaria,,"Avenida Itapark, 3343",Mauá,,,,,,,,,,,,,,,,2,Vila Bocaina,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Tomba Lata,agropecuaria,,"Rua Carlo de Campo, 204",Mauá,,(11) 4513-8947,,,,,,,,,,,,,,3,Vila N. Sra. das Vitorias,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura e Floricultura Schers,agropecuaria,,"Rua Rio Branco, 506 A",Mauá,,(11) 4541-5599,,,,,,,,,,,,,,3,Vila Augusto,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bom Pra Cachorro Equip. Banho e Tosa,banho_tosa,,"R. Pedro Eugenio Pereira, 1221",Mauá,,(11) 4546-9695,,,,,,,,,,,,,,3,Jardim Sao Judas,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Caomida Comercio de Racoes,agropecuaria,,"Rua Francisco da Paz, 28",Mauá,,,,,,,,,,,,,,,,2,Vila Dirce,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa de Racao 4 Patas,agropecuaria,,"R. Gen. Hastinfilo de Moura, 160 B",Mauá,,,,,,,,,,,,,,,,2,Parque Sao Vicente,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa de Racao Sao Francisco,agropecuaria,,"Rua Rio Branco, 2335",Mauá,,(11) 4546-2215,(11) 94844-2251,,@racoes_sao_francisco_,https://www.solutudo.com.br/empresas/sp/maua/casas-de-racao/casa-de-racao-sao-francisco-14906177,,,,,,,,,,4,Vila Bocaina,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa de Racoes Cat & Dog,agropecuaria,,"Rua Riachuelo, 854",Mauá,,,,,,,,,,,,,,,,2,Vila N. Sra. das Vitorias,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa de Racoes Cristal,agropecuaria,,"R. Dr. Vicente de Carvalho Bruno, 1021",Mauá,,,,,,https://www.solutudo.com.br/empresas/sp/maua/casas-de-racao/casa-de-racoes-cristal-15829887,,,,,,,,,,3,Vila Florida,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa de Racoes Tico-Tico,agropecuaria,,"R. Dr. Joao Carlos Azevedo, 10",Mauá,,(11) 4578-5752,,,@casa_de_racoes_tico_tico,https://www.solutudo.com.br/empresas/sp/maua/casas,,,,,,,,,,4,Parque Bandeirantes,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Cla Animal Pet Shop,pet_shop,,"Rua Dom D Patria, 575",Mauá,,,,,,,,,,,,,,,,2,Maua,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Comercial Agroito,agropecuaria,,"Avenida Capitao Joao, 3714",Mauá,,(11) 4513-3140,,,,,,,,,,,,,,3,Maua,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Nutri Maua Comercial,pet_shop,,"Avenida Barao Maua, 2796",Mauá,,,,,,,,,,,,,,,,2,Maua,,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Racoes e Avicultura Primavera,agropecuaria,,"Rua Das Violetas, 16",Mauá,,,,,,,,,,,,,,,,2,Jardim Primavera,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vip Pet Shop Maua,pet_shop,,"R. Vice-Pres. Urbano Santos, 144",Mauá,,(11) 4513-7449,(11) 93459-4924,,@vippetshopmaua,https://www.listamais.com.br/local/cad_idXDZ5550/vip-pet-shop-pet-shop-em-maua-sp,,,,,,,,,,4,Parque Sao Vicente,serper,,,telelistas:sp/maua/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Amor Animal,pet_shop,,"Rua Almirante Barroso, 114 - Vila Bocaina",Mauá,,(11) 4515-5535,(11) 94669-4122,,@petshopamoranimal,,,,,,,,,,,3,Vila Guarani,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Animale Maua,pet_shop,,,Mauá,,(11) 4992-1225,(11) 94669-4122,vet24h.maua@gmail.com,,,,,,,,,,,,3,Vila Bocaina,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa do Cao e Gato,pet_shop,,,Mauá,,(11) 98451 9461,(11) 98451 9461,,@casadocaoegato_,,,,,,,,,,,2,Vila N. Sra. das Vitorias,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Centro de Saude Animal Paraiso,pet_shop,,,Mauá,,,,,,,,,,,,,,,,1,Jardim Haydee,,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Animal Mania,clinica_vet,,"Rua Porto Feliz, 275 - Jardim Haydee",Mauá,,,,,,https://www.clinicaveterinariaparaiso.com.br/,,,,,,,,,,3,Jardim Haydee,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Bicho Amigo,clinica_vet,,"Rua Porto Feliz, 757 Jardim Haydee Mauá ... Clínica Veterinária Animal",Mauá,,,,,,https://animalmaniaveterinaria.com.br/,,,,,,,,,,3,Jardim S. Jorge do Guapituba,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Flocos de Mell,pet_shop,,"Rua Honduras 401, 09351-070 Mauá",Mauá,,(11) 4576-4851,(11) 97498-8779,,,https://www.diariocidade.com/sp/maua/guia/flocos-de-mell-24849537000199/,,,,,,,,,,4,Jardim Bela Vista,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Gato Q Ri,pet_shop,,"Av. Barão de Mauá, 3045",Mauá,,,,,,,,,,,,,,,,2,Vila Assis Brasil,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Maua Saude Animal,pet_shop,,"Rua Santa Helena, 218 - Vila Magini",Mauá,,(11) 8388-3668,,,,https://acheiperto.com/clinicas-veterinarias/maua/maua-saude-animal/,,,,,,,,,,4,Vila Ana Maria,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Rock Vet Centro Medico Veterinario,clinica_vet,,"Rua Porto Feliz, 275 - Jardim Haydee",Mauá,,(11) 4513-1198,(11) 92288-4405,,,https://saude.petlove.com.br/rede-credenciada/sp/maua/rock-vet-centro-medico-veterinario,,,,,,,,,,4,Jardim Itapark,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Sao Francisco de Assis Banho e Tosa,banho_tosa,,,Mauá,,,,,,,,,,,,,,,,1,Parque Sao Vicente,,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Smart Pet,pet_shop,,"Rua Presidente Marechal Floriano Peixoto, 87. CEP: 9371510. Bairro: Parque Sao",Mauá,,,,,@smartpet_vet,https://app.farmby.com.br/empresas/sp/maua/clinicas-veterinarias/clinica-veterinaria-smart-pet,,,,,,,,,,3,Vila Bocaina,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,The Animals Home,pet_shop,,,Mauá,,(11)4513-2077,,,@theanimals.home,https://eguias.net/empresa/the-animals-home/maua/sp/2233134,,,,,,,,,,3,Sao Vicente,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Verum Diagnostico Veterinario,clinica_vet,,,Mauá,,,,,@verum.maua,https://www.doglife.com.br/verum-diagnostico-veterinario,,,,,,,,,,2,Vila Bocaina,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vet Space,clinica_vet,,"Rua Vicente Celestino, 923 - Jardim Sônia Maria",Mauá,,(11) 98311-1509,(11) 98311-1509,,,https://acheiperto.com/clinicas-veterinarias/maua/vet-space-veterinaria/,,,,,,,,,,4,Jardim Sonia Maria,serper,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,VetNasa Maua,pet_shop,,,Mauá,,,,,,,,,,,,,,,,1,Jardim Maringa,,,,triceleads:veterinario/maua,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,CEVAP - Centro Veterinario Amante dos Pets,clinica_vet,,Rua Olimpia Catta Preta 567,Ribeirão Pires,,(11) 97549-2141,,,,,,,,,,,,,,3,Centro Alto,,,,petlove:rede-credenciada/sp/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Acacias Servicos Veterinarios,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Centro Alto,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Alianca,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Alianca,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Ferreira,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Santa Luzia,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Nipon,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Santa Luzia,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria e Pet Shop Ribeirao,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Pastoril,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,KJS Clinica Veterinaria,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Centro,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Kite Veterinaria,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Parque Santa Luzia,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Moreirao LVet,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Represa,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Ouro Vet,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Pouso Alegre,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Patinhas e Rodas,pet_shop,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Vila Gomes,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shopping House,pet_shop,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,,,,,facebook:Petshoppinghousee,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Quiron Clinica Veterinaria & Pet Spa,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Pastoril,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vet House,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Ponte Seca,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vet Pantaneiro,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Suica,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,VetClinic Saude Animal,pet_shop,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Centro,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Veterinaria Lulucao,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Bocaina,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vivas Veterinaria,clinica_vet,,,Ribeirão Pires,,,,,,,,,,,,,,,,1,Centro,,,,triceleads:veterinario/ribeirao-pires,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria ABC,clinica_vet,,,Santo André,,(11) 4996-4910,,,@veterinaria.abc,,,,,,,,,,,2,,,,,instagram:@veterinaria.abc,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pit Pet Jardim,pet_shop,,"R das Aroeiras, 430",Santo André,,(11) 97627-2000,,,,,,,,,,,,,,3,Jardim,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Stars Pets,pet_shop,,"R Onze de Junho, 145",Santo André,,(11) 2759-8000,,,,,,,,,,,,,,3,Casa Branca,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bicho Mania SA,pet_shop,,"Av Lino Jardim, 957",Santo André,,,,,,,,,,,,,,,,2,Jardim Bela Vista,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria e Pet Shop Columbia,clinica_vet,,"R Columbia, 971",Santo André,,,,,,,,,,,,,,,,2,Parque Nacoes,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,KF Dogs,pet_shop,,"R Guapore, 10",Santo André,,,,,,,,,,,,,,,,2,Vila Gilda,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Utinga,pet_shop,,"Pc Mario Guindani, 53",Santo André,,,,,,,,,,,,,,,,2,Vila Metalurgica,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop e Veterinario Vira Lata,clinica_vet,,"Av Dr. Erasmo, 188",Santo André,,,,,,,,,,,,,,,,2,Vila Assuncao,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,SC Pet Shop e Veterinaria,clinica_vet,,"Rua Ibiapava, 173",Santo André,,,,,,,,,,,,,,,,2,,,,,econodata:CNPJ-51039192000180,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Village Pet Clinica Veterinaria,clinica_vet,,"R Cel. Agenor de Camargo, 57",Santo André,,,,,,,,,,,,,,,,2,Centro,,,,guiamais:santo-andre-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Banho e Tosa Se-Cao,banho_tosa,,"R Alvaro Alvim, 1349",São Bernardo do Campo,,,,,,,,,,,,,,,,2,Pauliceia,serper+fetch:topabiz.com.br,,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Canil Golden Lions,pet_shop,,"R Xavier de Toledo, 731",São Bernardo do Campo,,(11) 4361-1511,(11) 96683-5395,,@canilgoldenlios,http://golden-lions.criadores-caes.com/,,,,,,,,,,4,Pauliceia,serper+fetch:yelp+telelistas+criadores-caes.com,,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Caobeleireiro Studio Pet Shop,pet_shop,,"R Mario Fongaro, 41",São Bernardo do Campo,,(11) 4332-2443,,,,,,,,,,,,,,3,Anchieta,serper+fetch:zapia.digital+listamais,,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Eco Pet Clinica Veterinaria e Pet Shop,clinica_vet,,"Av Caminho do Mar, 2847",São Bernardo do Campo,,(11) 4368-7123,(11) 94028-5786,,@ecopetcentrovet,,,4.0,1,,,,,,,3,Rudge Ramos,serper+fetch:topabiz+apontador+facebook,"Seg-Sex 09:00-18:00, Sáb 09:00-12:00",,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,O Meu Bichinho Espaco Pet,pet_shop,,"Av Wallace Simonsen, 498",São Bernardo do Campo,,(11) 4103-5511,(11) 99003-5265,adribritto@gmail.com,@omeubichinhoespacopet,https://omeubichinhoespacopet.com.br/,https://goo.gl/maps/Q6EfSBKYLY8FE94d8,,,,,,,,,4,Nova Petropolis,serper+fetch:omeubichinhoespacopet.com.br+facebook,Seg-Sáb 09:00-18:00,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Melhor Amigo,pet_shop,,"R Borba Gato, 44",São Bernardo do Campo,,(11) 4330-8893,(11) 94008-0517,,@petmelhoramigo,,,,,,,,,,,3,Jordanopolis,serper:instagram+petbr+listamais,,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pets Brasil Estetica Animal,pet_shop,,"R Princesa Francisca Carolina, 157",São Bernardo do Campo,,(11) 4337-1202,,,,,,,,,,,,,,3,Baeta Neves,serper:listamais,,,guiamais:sao-bernardo-do-campo-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Entre Amigos,agropecuaria,,"Rua Wanda Bueno Coelho, 294 - Ferrazópolis",São Bernardo do Campo,,(11) 4339-6766,,,,,,,,,,,,,,3,Ferrazopolis,serper:skylinq+econodata,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Recanto dos Animais,agropecuaria,,"Alameda Dom Pedro de Alcântara, 440 - Nova Petrópolis",São Bernardo do Campo,,(11) 4332-6485,,,,https://avicultura-recanto-dos-animais.negocio.site,,,,,,,,,,4,Nova Petropolis,serper:skylinq+facebook+econodata,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura e Pet Shop da Tay,agropecuaria,,"Estrada do Poney Club, 1493 - Jardim das Orquídeas",São Bernardo do Campo,,,,,,,,,,,,,,,,2,Jardim das Orquideas,serper:econodata,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Baby Dog,pet_shop,,"Rua Juquiá, 31 - Rudge Ramos",São Bernardo do Campo,,(11) 4368-0137,(11) 98863-5872,,,,,,,,,,,,,3,Rudge Ramos,serper:guia.saobernardo+facebook,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bom Cao,pet_shop,,"Rua Maria Nicolina Bellucce Piatto, 336 - Montanhão",São Bernardo do Campo,,(11) 4339-5781,,,@petshop_bomcao,,,,,,,,,,,3,Montanhao,serper:yelp+solutudo+instagram,"Seg-Sex 09:00-18:00, Sáb 09:00-17:00, Dom/Feriados 09:00-13:00",,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Cao-Fraria,pet_shop,,"Rua General Bertoldo Klinger, 835 - Paulicéia",São Bernardo do Campo,,,,,,,,,,,,,,,,2,Vila Pauliceia,serper:econodata+cnpj.biz,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Dog Show,pet_shop,,"Rua Cristiano Angeli, 474 - Assunção",São Bernardo do Campo,,(11) 4109-8191,,,@dog_showpetshop,,,4.5,43,,,,,,,3,Assuncao,serper+fetch:vetclinicasbr+instagram+econodata,"Seg-Sex 08:30-18:30, Sáb 08:30-12:30",,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Dogs Day SBC,pet_shop,,"Avenida Redenção, 280 - Jardim do Mar",São Bernardo do Campo,,(11) 4123-0198,(11) 97448-5345,,@dogsdaybr,https://www.dogsday.com.br,,,,,,,,,,4,Jardim do Mar,serper+fetch:facebook+guiafacil+dogsday.com.br,"Seg-Sáb 08:00-20:00, Dom/Feriados 08:00-14:00",,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Entre Bichos,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Jardim Trieste,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Escova Cao,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Terra Nova II,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,J.H. da Silva Avicultura,agropecuaria,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Jardim Represa,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,L.E. Bichos Pet Shop,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Vila Pauliceia,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Nautilus,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Rudge Ramos,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Fanaticos,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Rudge Ramos,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Amigao,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Jardim das Orquideas,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Dr. Hato,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Baeta Neves,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Quirino,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Terra Nova II,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Petiscao & Cia Pet Shop,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Parque Neide,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Racoes Rancho Fundo,agropecuaria,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Santa Cruz,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Villa Pet,pet_shop,,,São Bernardo do Campo,,,,,,,,,,,,,,,,1,Taboao,,,,triceleads:pet-shop/sao-bernardo-do-campo,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet & Vet Clinica Veterinaria SCS,clinica_vet,,Av. Presidente Kennedy 1480,São Caetano do Sul,,(11) 4226-4910,,,,,,,,,,,,,,3,Olimpico,,,,yelp:pet-e-vet-sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Agroshop ABC,agropecuaria,,"Av Guido Aliberti, 3051",São Caetano do Sul,,(11) 4232-6210,,,,,,,,,,,,,,3,Maua,serper:petzap.com.br+listamais.com.br+apontador.com.br,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Micas Pet Shop,pet_shop,,R Amazonas 1347,São Caetano do Sul,,,,,,,,,,,,,,,,2,Osvaldo Cruz,serper:guiapinzon.com.br,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Falcao,pet_shop,,"Alameda Sao Caetano, 1570",São Caetano do Sul,,,,,,,,,,,,,,,,2,Santa Maria,,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Palace Dog,pet_shop,,"R Sao Paulo, 664",São Caetano do Sul,,,,,,,,,,,,,,,,2,Santo Antonio,serper:diretórios locais,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Petit Cao Pet Shop,pet_shop,,"Av Dr. Augusto de Toledo, 1006",São Caetano do Sul,,,,,,,,,,,,,,,,2,Santa Paula,,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Recanto Animal Pet Shop e Veterinario,clinica_vet,,"R Monte Alegre, 157",São Caetano do Sul,,(11) 4229-6425,,,,,,,,,,,,,,3,Santo Antonio,serper:near-place.com+petboop.com+facebook.com/petrecantoanimal,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Shower Dog Pet Store,pet_shop,,"R Major Carlos Del Prete, 1059",São Caetano do Sul,,,,,,,,,,,,,,,,2,Santo Antonio,serper:saocaetanodosul.net.br+facebook.com/dogshowerpetshop,,,guiamais:sao-caetano-do-sul-sp/pet-shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Amanimal Pet Care,pet_shop,,"Rua São Paulo, 872 - Cerâmica",São Caetano do Sul,,(11) 2376-0621,(11) 99367-8377,petamanimal@gmail.com,,https://www.amanimal.com.br,,,,,,,,,,4,Ceramica,serper+fetch:amanimal.com.br+diariocidade.com+solutudo.com.br,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Amigo Bicho,pet_shop,,"Rua Boa Vista, 369 - Boa Vista",São Caetano do Sul,,(11) 4238-7957,,,@petamigobicho,,,,,,,,,,,3,Boa Vista,serper:petboop.com+instagram.com/petamigobicho,Seg-Sab 9h-19h,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
